Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
334,Gaming and Contest,0.9639,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['play', 'pro', 'win', 'play', 'esport', 'win', 'gaming', 'equipment', 'gift']"
335,Services and Offers,0.9166,"win, play, month, year, enter, internet, dinar, like, winner, mytt",['share']
336,Gaming and Contest,0.9707,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['teach', 'child', 'play', 'believe', 'way', 'learn', 'create', 'application', 'tilechargy', 'application', 'app', 'store', 'play', 'store']"
337,Services and Offers,0.9377,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['thing', 'holiday']"
338,Services and Offers,0.96,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['helmet', 'bash', 'celebrate', 'year', 'espace', 'helmet', 'internet', 'dinar']"
339,Services and Offers,0.9714,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['fibre', 'rapido', 'connect', 'connection', 'referral', 'friend', 'win', 'wifi', 'speaker', 'enjoy', 'offer', 'espace']"
340,Gaming and Contest,0.9634,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'winner', 'win', 'game', 'win', 'cash', 'divide', 'million']"
341,Gaming and Contest,0.966,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['travel', 'way', 'بالـle', 'roam', 'datum', 'combo', 'start', 'dinar']"
342,Gaming and Contest,0.9367,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['tell', 'company']"
343,Gaming and Contest,0.9455,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['enjoy', 'access', 'game']"
344,Services and Offers,0.9716,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'buy', 'internet', 'minute', 'price', 'mala', 'activate', 'loption', 'hadranet', 'enjoy', 'app', 'tt']"
345,Services and Offers,0.9575,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['instead', 'point', 'kelma', 'choose', 'gift']"
346,Gaming and Contest,0.9645,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['register', 'play', 'win', 'coin', 'exchange', 'gaming', 'equipment', 'جم']"
347,Services and Offers,0.971,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['congratulation', 'winner', 'win', 'recharge', 'card', 'follow', 'mytt', 'spin', 'wheel', 'win', 'gift', 'tt']"
348,Gaming and Contest,0.9697,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'win', 'win', 'subscribe', 'sport', 'follow', 'mytt', 'spin', 'wheel', 'win', 'gift', 'tt']"
349,Gaming and Contest,0.9543,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['esport', 'tn', 'helmet', 'win', 'تر']"
350,Gaming and Contest,0.9538,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['write', 'comment', 'tell', 'plan']"
351,Gaming and Contest,0.9671,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['occasion', 'superiority', 'team', 'dinar', 'win', 'trip', 'people', 'cash', 'win', 'game']"
352,Services and Offers,0.9695,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['telecom', 'cash', 'profit', 'trip', 'people', 'charge', 'dinar', 'enter', 'lottery', 'winner']"
353,Gaming and Contest,0.9538,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['write', 'comment', 'tell', 'plan']"
354,Gaming and Contest,0.9671,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['occasion', 'superiority', 'team', 'dinar', 'win', 'trip', 'people', 'cash', 'win', 'game']"
355,Services and Offers,0.9695,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['telecom', 'cash', 'profit', 'trip', 'people', 'charge', 'dinar', 'enter', 'lottery', 'winner']"
356,Services and Offers,0.9459,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['winner', 'winner', 'congratulation', 'victory']"
357,Services and Offers,0.9505,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['slave', 'comment', 'honey', 'win']"
358,Services and Offers,0.9709,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['watch', 'atmosphere', 'win', 'ceremony', 'saga', 'quiz', 'congratulation', 'winner', 'win', 'value', 'cash', 'reach', 'dinar']"
359,Services and Offers,0.9747,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['congratulation', 'winner', 'winner', 'remind', 'abonne', 'waffi', 'foot', 'bash', 'enter', 'lottery', 'win', 'sport', 'abonnement', 'waffi', 'information', 'link', 'bit', 'fbnmsa']"
360,Services and Offers,0.9681,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['congratulation', 'winner', 'win', 'follow', 'mytt', 'spin', 'wheel', 'win', 'gift', 'tt']"
361,Services and Offers,0.9753,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['congratulation', 'winner', 'game', 'recharge', 'world', 'cup', 'come', 'receive', 'prize', 'pack', 'win', 'world', 'cup', 'tv', 'netbox', 'add', 'receptor', 'bein', 'sport', 'subscription', 'subscription', 'world']"
362,Gaming and Contest,0.9671,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['watch', 'comfort', 'world', 'netbox', 'enjoy', 'discount', 'datum', 'forfait', 'gb']"
363,Services and Offers,0.9767,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['guarantee', 'victory', 'world', 'abonee', 'waffi', 'foot', 'bash', 'enter', 'lottery', 'win', 'box', 'sport', 'abonnement', 'waffi', 'reach', 'year', 'information', 'lien', 'bit', 'ydjwaffitt']"
364,Services and Offers,0.9673,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['في', 'uae', 'roam', 'pass', 'start', 'dinar', 'akahu', 'les', 'moment']"
365,Gaming and Contest,0.9598,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['world', 'cup', 'win', 'sum', 'price', 'connection']"
366,Services and Offers,0.9698,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['today', 'win', 'internet', 'forfait', 'et', 'tt', 'information', 'link', 'bit', 'ly', 'ydjfftt']"
367,Services and Offers,0.9625,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['tunisie', 'telecom', 'connectivity', 'leader', 'ensure', 'connectivity', 'innovation', 'reliability']"
368,Services and Offers,0.9698,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['today', 'win', 'internet', 'forfait', 'et', 'tt', 'information', 'link', 'bit', 'ly', 'ydjfftt']"
369,Services and Offers,0.9625,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['tunisie', 'telecom', 'connectivity', 'leader', 'ensure', 'connectivity', 'innovation', 'reliability']"
370,Gaming and Contest,0.9534,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['watch', 'spot', 'bit', 'yadohajeyin']"
371,Services and Offers,0.9802,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['pedal', 'metaverse', 'discover', 'djerba', 'story', 'experience', 'offer', 'tunisie', 'telecom', 'collaboration', 'partner', 'mouvment', 'th', 'summit', 'sommet', 'come', 'day', 'village', 'entrance', 'houmet', 'essouk', 'test', 'tts', 'connect', 'bike']"
372,Services and Offers,0.9681,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['honor', 'commitment', 'ensure', 'connectivity', 'world', 'event', 'performance', 'band', 'connection']"
373,Gaming and Contest,0.9658,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['operator', 'test', 'summit', 'test', 'concern', 'village', 'essouk', 'medium', 'center']"
374,Gaming and Contest,0.975,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['telecom', 'bring', 'performance', 'potential', 'experiment', 'life', 'sommet', 'appointment', 'experience', 'champion', 'gaming', 'reality', 'multiplayer', 'time', 'streaming']"
375,Services and Offers,0.9717,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['trip', 'like', 'connect', 'tunis', 'telecom', 'protection', 'pass', 'roam', 'datum', 'start', 'dinar', 'buy']"
376,Services and Offers,0.958,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['congratulation', 'winner', 'win', 'voyage', 'bash', 'attend']"
377,Gaming and Contest,0.9734,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['progress', 'understand', 'health', 'thing', 'world', 'improve', 'health', 'service', 'tower', 'tip', 'specialist', 'field', 'combo', 'enjoy', 'day', 'blush']"
378,Services and Offers,0.9758,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'pass', 'offer', 'world', 'cup', 'pack', 'price', 'dinar', 'include', 'smartphone', 'internet', 'information', 'visit', 'link', 'https', 'bit', 'ny']"
379,Services and Offers,0.9681,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'win', 'month', 'participate', 'saga', 'quiz', 'answer', 'question', 'celebrate', 'win']"
380,Services and Offers,0.9731,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'cogina', 'application', 'receette', 'recipe', 'bash', 'taste', 'classify', 'hand', 'download', 'app', 'play', 'store']"
381,Gaming and Contest,0.9785,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['telecom', 'tawer', 'develop', 'cooperation', 'soul', 'adopt', 'idea', 'offer', 'content', 'tell', 'develop', 'soul', 'world', 'way', 'lot', 'topic', 'story', 'wait', 'kampuzi', 'subscribe', 'improve', 'life', 'subscription', 'enjoy', 'day']"
382,Gaming and Contest,0.9744,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['teach', 'base', 'help', 'seduce', 'world', 'eye', 'service', 'tower', 'need', 'village', 'raise', 'child', 'enjoy', 'day', 'blush']"
383,Gaming and Contest,0.9528,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['cambodian', 'enjoy', 'story', 'abdul']"
384,Gaming and Contest,0.9705,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'datum', 'les', 'forfait', 'price', 'enjoy', 'discount', 'datum', 'appli', 'mytt', 'buy', 'giga', 'dinar']"
385,Gaming and Contest,0.9515,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['watch', 'stream', 'win', 'card']"
386,Gaming and Contest,0.9729,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['travel', 'deserve', 'internet', 'tuni', 'responsibility', 'pass', 'roam', 'internet', 'pour', 'lalgerie', 'libya', 'price', 'start', 'dinar']"
387,Services and Offers,0.6603,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['sake', 'cinema', 'lover', 'tuni', 'telecom', 'sponsor', 'carthage', 'day', 'good', 'come', 'fall', 'year', 'support', 'culture', 'art', 'experience']"
388,Gaming and Contest,0.9715,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['succeed', 'relationship', 'succeed', 'answer', 'service', 'tower', 'need', 'help', 'build', 'relationship', 'basis', 'correctness', 'combo', 'enjoy', 'day', 'blush']"
389,Gaming and Contest,0.9611,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['attend', 'tournament', 'esport', 'party', 'gaming', 'gift']"
390,Gaming and Contest,0.9679,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['like', 'win', 'mala', 'participate', 'enter', 'nawin', 'combo', 'place', 'turn', 'visin']"
391,Gaming and Contest,0.9167,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service",['wish']
392,Gaming and Contest,0.9679,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'winner', 'participate', 'win', 'pack', 'tv', 'netbox', 'sport', 'subscription', 'subscription', 'world']"
393,Gaming and Contest,0.9659,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['try', 'connection', 'feel', 'mb', 'month', 'information', 'watch', 'video']"
394,Services and Offers,0.9532,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['internet', 'like', 'share', 'number']"
395,Gaming and Contest,0.9526,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['turn', 'meow', 'connect', 'internet']"
396,Services and Offers,0.9568,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['today', 'return', 'number', 'internet', 'space']"
397,Gaming and Contest,0.9639,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'winner', 'participate', 'win', 'esport', 'tournament', 'tn']"
398,Services and Offers,0.9737,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['come', 'sfax', 'come', 'shoot', 'video', 'music', 'star', 'supporter', 'day', 'away', 'launch', 'world', 'appointment', 'giant', 'mall', 'meter', 'sfax']"
399,Services and Offers,0.9614,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['combozi', 'choose', 'forfait', 'internet', 'connect', 'network']"
400,Services and Offers,0.938,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['heroine', 'panther']"
401,Gaming and Contest,0.9554,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['esport', 'tn', 'helmet', 'win', 'slow']"
402,Services and Offers,0.9637,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['offer', 'speak', 'account', 'communication', 'month', 'start', 'dinar']"
403,Gaming and Contest,0.9705,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'datum', 'les', 'forfait', 'price', 'enjoy', 'discount', 'datum', 'appli', 'mytt', 'buy', 'giga', 'dinar']"
404,Gaming and Contest,0.9515,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['watch', 'stream', 'win', 'card']"
405,Gaming and Contest,0.9729,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['travel', 'deserve', 'internet', 'tuni', 'responsibility', 'pass', 'roam', 'internet', 'pour', 'lalgerie', 'libya', 'price', 'start', 'dinar']"
406,Services and Offers,0.6603,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['sake', 'cinema', 'lover', 'tuni', 'telecom', 'sponsor', 'carthage', 'day', 'good', 'come', 'fall', 'year', 'support', 'culture', 'art', 'experience']"
407,Gaming and Contest,0.9715,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['succeed', 'relationship', 'succeed', 'answer', 'service', 'tower', 'need', 'help', 'build', 'relationship', 'basis', 'correctness', 'combo', 'enjoy', 'day', 'blush']"
408,Gaming and Contest,0.9611,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['attend', 'tournament', 'esport', 'party', 'gaming', 'gift']"
409,Gaming and Contest,0.9379,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['tunisian', 'yadohajeyin']"
410,Services and Offers,0.9331,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['shoe', 'esport']"
411,Services and Offers,0.9722,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['guarantee', 'match', 'win', 'pack', 'netbox', 'tv', 'sport', 'subscription', 'subscription', 'charge', 'dinar', 'th', 'enter', 'lottery']"
412,Gaming and Contest,0.9379,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['sim', 'tunisia']"
413,Gaming and Contest,0.9656,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['register', 'play', 'win', 'coin', 'win', 'exchange', 'barca', 'gaming', 'equipment']"
414,Gaming and Contest,0.9715,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'winner', 'pack', 'win', 'netbox', 'tv', 'sport', 'abonne', 'subscription', 'bash', 'watch', 'match']"
415,Gaming and Contest,0.9511,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['esport', 'tn', 'helmet', 'win']"
416,Gaming and Contest,0.9785,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['telecom', 'tawer', 'develop', 'cooperation', 'soul', 'adopt', 'idea', 'offer', 'content', 'tell', 'develop', 'soul', 'world', 'way', 'lot', 'topic', 'story', 'wait', 'kampuzi', 'subscribe', 'improve', 'life', 'subscription', 'enjoy', 'day']"
417,Gaming and Contest,0.9378,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['reason', 'series']"
418,Services and Offers,0.9614,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['click', 'tt', 'analize', 'line', 'http', 'onelink']"
419,Services and Offers,0.9707,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['let', 'son', 'read', 'learn', 'play', 'application', 'combozi', 'bash', 'teleshergy', 'application', 'appstore', 'play', 'store']"
420,Gaming and Contest,0.938,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['sim', 'photography']"
421,Gaming and Contest,0.9543,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['stay', 'talk', 'price', 'minute']"
422,Gaming and Contest,0.9475,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['use', 'panoramic', 'photography']"
423,Gaming and Contest,0.9442,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['cambodian', 'win', 'cash']"
424,Gaming and Contest,0.978,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['telecom', 'tawer', 'develop', 'cooperation', 'soul', 'build', 'idea', 'offer', 'content', 'tell', 'develop', 'soul', 'world', 'way', 'topic', 'story', 'wait', 'kampuzi', 'subscribe', 'improve', 'life', 'subscription', 'enjoy', 'day']"
425,Gaming and Contest,0.9686,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['ehdianet', 'service', 'appli', 'mytt', 'gift', 'jewel', 'ask', 'friend', 'forfait', 'internet']"
426,Services and Offers,0.9746,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'ensure', 'view', 'world', 'cup', 'pay', 'dinar', 'enter', 'draw', 'win', 'netbox', 'tv', 'sport', 'subscription', 'subscription', 'watch', 'match']"
427,Services and Offers,0.9681,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'win', 'month', 'participate', 'saga', 'quiz', 'answer', 'question', 'celebrate', 'win']"
428,Services and Offers,0.9375,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['movie', 'talk']"
429,Gaming and Contest,0.9357,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['combozy', 'stay']"
430,Gaming and Contest,0.9586,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'winner', 'esport', 'tournament', 'tn']"
431,Services and Offers,0.9731,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'cogina', 'application', 'receette', 'recipe', 'bash', 'taste', 'classify', 'hand', 'download', 'app', 'play', 'store']"
432,Services and Offers,0.9166,"win, play, month, year, enter, internet, dinar, like, winner, mytt",['case']
433,Gaming and Contest,0.9605,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['increase', 'knowledge', 'day', 'enjoy', 'udaily', 'service']"
434,Gaming and Contest,0.9659,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['reduce', 'time', 'toon', 'application', 'www', 'tunisietelecom', 'service', 'smarttoon']"
435,Services and Offers,0.9356,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['year', 'tunisia']"
436,Gaming and Contest,0.9809,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['year', 'guess', 'age', 'project', 'start', 'idea', 'think', 'step', 'tunis', 'telecom', 'assist', 'north', 'south', 'achieve', 'dream', 'race', 'topic', 'integration', 'entity', 'project', 'choose', 'winner', 'win', 'prize', 'accompaniment', 'mentor', 'كون', 'waste', 'time', 'anymore', 'participate', 'race']"
437,Services and Offers,0.9648,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'celebrate', 'summer', 'win', 'month', 'answer', 'question', 'hopefully']"
438,Gaming and Contest,0.9471,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['announce', 'release', 'watch']"
439,Gaming and Contest,0.9645,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['club', 'privilege', 'discount', 'desire', 'https', 'bit', 'wtk']"
440,Gaming and Contest,0.9652,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['try', 'like', 'mb', 'like', 'game', 'debit', 'enjoy', 'connexion', 'soon']"
441,Services and Offers,0.9656,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['send', 'wd', 'enjoy', 'music', 'service', 'digster', 'day', 'subscription']"
442,Services and Offers,0.9569,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['spread', 'metaverse', 'reach', 'come', 'year']"
443,Services and Offers,0.9757,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'childhood', 'start', 'tunis', 'telecom', 'provide', 'service', 'accompany', 'review', 'subject', 'lesson', 'exercise', 'include', 'repair', 'code', 'enter', 'com']"
444,Gaming and Contest,0.9551,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['result', 'equation', 'win', 'recharge', 'phone']"
445,Services and Offers,0.9453,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['rise', 'chenchina', 'month']"
446,Gaming and Contest,0.9502,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['watch', 'stream', 'win', 'clutch']"
447,Gaming and Contest,0.9717,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'datum', 'package', 'price', 'enjoy', 'discount', 'forfait', 'datum', 'receive', 'appli', 'mytt', 'buy', 'giga', 'dinar']"
448,Gaming and Contest,0.9673,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['attend', 'valorant', 'tournament', 'esport', 'celebrate', 'weekend', 'gaming', 'gift', 'slow']"
449,Gaming and Contest,0.9641,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['song', 'dattente', 'service', 'choose', 'song', 'like', 'sheikh', 'talk', 'music']"
450,Gaming and Contest,0.965,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['share', 'watch', 'win', 'esport', 'tn', 'tournament', 'في', 'shirt', 'win']"
451,Gaming and Contest,0.9336,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['substitute', 'internet']"
452,Gaming and Contest,0.9511,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['send', 'internet', 'service', 'transfer']"
453,Gaming and Contest,0.9614,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['sport', 'news', 'reach', 'heart', 'event', 'demonstration']"
454,Services and Offers,0.9328,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['congratulation', 'birth']"
455,Gaming and Contest,0.9639,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['play', 'pro', 'win', 'play', 'esport', 'win', 'gaming', 'equipment', 'gift']"
456,Gaming and Contest,0.9378,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['learn', 'adsl']"
457,Gaming and Contest,0.977,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['rap', 'like', 'listen', 'robot', 'like', 'place', 'turn', 'listen', 'rapur', 'day', 'order', 'participate', 'service', 'turn', 'warap', 'compose', 'hear', 'song', 'love', 'rap', 'scene', 'stream', 'lappli', 'honey']"
458,Services and Offers,0.9739,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['like', 'watch', 'match', 'price', 'internet', 'waffi', 'miss', 'coupe', 'du', 'monde', 'enjoy', 'discount', 'debit', 'year', 'round']"
459,Gaming and Contest,0.9621,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['let', 'fall', 'love', 'information', 'https', 'bit']"
460,Services and Offers,0.938,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['rank', 'work']"
461,Gaming and Contest,0.9541,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'winner', 'esport', 'tournament']"
462,Gaming and Contest,0.9471,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['share', 'wish', 'month']"
463,Gaming and Contest,0.9455,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['enjoy', 'access', 'game']"
464,Services and Offers,0.9611,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['answer', 'comment', 'section', 'enter', 'lottery', 'win', 'poster', 'poster', 'goon']"
465,Services and Offers,0.9572,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['debit', 'mbps', 'mbps', 'bash', 'strengthen', 'reach', 'price']"
466,Services and Offers,0.9679,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['dream', 'begin', 'come', 'raise', 'flag', 'country', 'support', 'www', 'tn']"
467,Services and Offers,0.957,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['telcherji', 'bash', 'offer', 'http', 'onelink']"
468,Services and Offers,0.9637,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['offer', 'speak', 'account', 'communication', 'month', 'start', 'dinar']"
469,Services and Offers,0.9786,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['year', 'summer', 'win', 'cambodian', 'play', 'quiz', 'net', 'celebrate', 'present', 'day', 'trip', 'laptop', 'playstation', 'كل', 'iphone', 'add', 'million', 'cash', 'fash', 'wait', 'mix', 'profit']"
470,Gaming and Contest,0.9662,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['wire', 'combo', 'enjoy', 'advance', 'dinar', 'stay', 'network', 'number']"
471,Services and Offers,0.9167,"win, play, month, year, enter, internet, dinar, like, winner, mytt",['school']
472,Services and Offers,0.9614,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['click', 'tt', 'analize', 'line', 'http', 'onelink']"
473,Gaming and Contest,0.9543,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['stay', 'talk', 'price', 'minute']"
474,Gaming and Contest,0.9442,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['cambodian', 'win', 'cash']"
475,Services and Offers,0.9377,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['school', 'thing']"
476,Services and Offers,0.9736,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['artist', 'understand', 'music', 'play', 'world', 'art', 'order', 'earn', 'dinar', 'month', 'combozi', 'enter', 'edenyafan', 'com']"
477,Gaming and Contest,0.9686,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['ehdianet', 'service', 'appli', 'mytt', 'gift', 'jewel', 'ask', 'friend', 'forfait', 'internet']"
478,Gaming and Contest,0.9532,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['congratulation', 'winner', 'win', 'esport']"
479,Services and Offers,0.9369,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['comment', 'comment', 'win', 'recharge']"
480,Gaming and Contest,0.9682,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['play', 'tunisie', 'telecom', 'saga', 'quiz', 'send', 'sms', 'answer', 'correctly', 'win']"
481,Services and Offers,0.9464,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['play', 'earn', 'coin']"
482,Services and Offers,0.9628,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['start', 'th', 'debit', 'mbps', 'mbps', 'bash', 'strengthen', 'reach', 'price']"
483,Gaming and Contest,0.9628,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['slow', 'bash', 'expose', 'game', 'friend', 'esport', 'tn']"
484,Services and Offers,0.938,"win, play, month, year, enter, internet, dinar, like, winner, mytt","['difference', 'picture']"
485,Gaming and Contest,0.9613,"win, esport, internet, tn, enjoy, game, congratulation, winner, tournament, service","['share', 'watch', 'win', 'esport', 'tn', 'enjoy', 'brawlhalla']"
